t_values,ir_values,red_values
58.421504,41792.0,59235.0
58.434344,41793.0,59223.0
58.445316,41786.0,59200.0
58.45878,41781.0,59169.0
58.471336,41774.0,59154.0
58.484176,41766.0,59152.0
58.495148,41760.0,59128.0
58.508636,41763.0,59123.0
58.521184,41759.0,59143.0
58.534032,41779.0,59130.0
58.545004,41763.0,59142.0
58.558492,41772.0,59118.0
58.57134,41787.0,59149.0
58.582312,41782.0,59143.0
58.595796,41754.0,59155.0
58.60836,41773.0,59156.0
58.621204,41771.0,59177.0
58.632176,41785.0,59176.0
58.645652,41786.0,59181.0
58.6582,41786.0,59201.0
58.671048,41798.0,59177.0
58.68202,41802.0,59205.0
58.695492,41791.0,59192.0
58.708052,41803.0,59179.0
58.720884,41797.0,59183.0
58.731856,41792.0,59178.0
58.745332,41790.0,59182.0
58.75788,41790.0,59184.0
58.770732,41776.0,59167.0
58.781708,41792.0,59161.0
58.795196,41791.0,59146.0
58.80776,41774.0,59174.0
58.820596,41777.0,59160.0
58.831568,41775.0,59145.0
58.84504,41787.0,59163.0
58.857596,41770.0,59149.0
58.870448,41785.0,59163.0
58.88142,41771.0,59147.0
58.8949,41799.0,59171.0
58.907452,41793.0,59197.0
58.920296,41781.0,59186.0
58.931268,41802.0,59183.0
58.94474,41784.0,59173.0
58.957292,41795.0,59196.0
58.97014,41787.0,59214.0
58.981108,41807.0,59182.0
58.994596,41797.0,59204.0
59.007152,41800.0,59204.0
59.019984,41804.0,59209.0
59.030956,41799.0,59212.0
59.044432,41796.0,59218.0
59.05698,41795.0,59213.0
59.069836,41801.0,59238.0
59.080808,41800.0,59211.0
59.094296,41802.0,59226.0
59.107144,41793.0,59239.0
59.118116,41816.0,59235.0
59.1316,41805.0,59254.0
59.144148,41799.0,59261.0
59.156988,41812.0,59241.0
59.167956,41810.0,59241.0
59.181432,41794.0,59252.0
59.193992,41809.0,59262.0
59.206832,41814.0,59289.0
59.2178,41808.0,59271.0
59.231288,41814.0,59292.0
59.243828,41816.0,59290.0
59.256376,41826.0,59291.0
59.26922,41823.0,59298.0
59.280188,41821.0,59302.0
59.293672,41823.0,59310.0
59.306224,41843.0,59315.0
59.319068,41831.0,59336.0
59.33004,41835.0,59315.0
59.343512,41829.0,59309.0
59.356064,41816.0,59296.0
59.368904,41812.0,59258.0
59.379872,41801.0,59253.0
59.393352,41783.0,59189.0
59.405904,41766.0,59146.0
59.41874,41773.0,59089.0
59.429708,41778.0,59108.0
59.443192,41754.0,59069.0
59.45574,41752.0,59025.0
59.468588,41753.0,59021.0
59.47956,41745.0,59028.0
59.493048,41726.0,59004.0
59.505604,41747.0,58995.0
59.518444,41742.0,58974.0
59.529412,41740.0,58991.0
59.542888,41760.0,58998.0
59.55544,41734.0,58989.0
59.568284,41747.0,58988.0
59.579256,41754.0,58990.0
59.592748,41733.0,58996.0
59.605296,41755.0,59001.0
59.618136,41747.0,58998.0
59.629108,41755.0,58995.0
59.64258,41748.0,58980.0
59.655136,41752.0,59005.0
59.66798,41751.0,59002.0
59.678952,41758.0,58996.0
59.692436,41758.0,58989.0
59.704988,41743.0,58973.0
59.71782,41755.0,58965.0
59.728792,41742.0,58955.0
59.742268,41739.0,58962.0
59.754808,41743.0,58932.0
59.76766,41738.0,58941.0
59.778632,41739.0,58942.0
59.79212,41743.0,58936.0
59.80468,41747.0,58937.0
59.817504,41728.0,58935.0
59.82848,41735.0,58937.0
59.841944,41748.0,58944.0
59.854492,41751.0,58942.0
59.867332,41744.0,58962.0
59.878304,41747.0,58967.0
59.891792,41748.0,58946.0
59.904348,41750.0,58988.0
59.91718,41746.0,58982.0
59.928152,41769.0,58991.0
59.941624,41756.0,58987.0
59.95418,41762.0,59006.0
59.967024,41752.0,58998.0
59.977996,41767.0,59003.0
59.991476,41779.0,59016.0
60.004024,41786.0,59001.0
60.01686,41767.0,59004.0
60.027828,41764.0,59014.0
60.041316,41770.0,59032.0
60.053872,41763.0,59010.0
60.066712,41765.0,59015.0
60.077684,41778.0,59017.0
60.091172,41775.0,59031.0
60.103732,41779.0,59036.0
60.11656,41775.0,59036.0
60.127528,41776.0,59030.0
60.141012,41770.0,59047.0
60.153564,41775.0,59040.0
60.166416,41769.0,59041.0
60.177384,41784.0,59054.0
60.190872,41784.0,59070.0
60.203708,41785.0,59087.0
60.21468,41773.0,59078.0
60.228164,41774.0,59076.0
60.240716,41778.0,59107.0
60.253568,41785.0,59092.0
60.26454,41779.0,59112.0
60.278008,41786.0,59111.0
60.290572,41763.0,59106.0
60.303412,41779.0,59119.0
60.314372,41792.0,59131.0
60.32786,41802.0,59114.0
60.340412,41799.0,59140.0
60.35326,41795.0,59152.0
60.364232,41811.0,59127.0
60.377712,41791.0,59120.0
60.390268,41780.0,59088.0
60.403104,41777.0,59072.0
60.41408,41765.0,59061.0
60.427576,41770.0,58966.0
60.440124,41733.0,58949.0
60.45296,41738.0,58919.0
60.463928,41748.0,58914.0
60.4774,41745.0,58873.0
60.489968,41734.0,58853.0
60.502808,41711.0,58837.0
60.513784,41713.0,58847.0
60.527268,41721.0,58834.0
60.53982,41740.0,58837.0
60.55266,41730.0,58810.0
60.563632,41724.0,58834.0
60.577112,41734.0,58819.0
60.589668,41721.0,58844.0
60.6025,41719.0,58824.0
60.613476,41719.0,58843.0
60.626972,41720.0,58831.0
60.639516,41737.0,58874.0
60.652364,41738.0,58871.0
60.663336,41746.0,58854.0
60.676812,41755.0,58862.0
60.689368,41743.0,58862.0
60.702204,41724.0,58867.0
60.71318,41750.0,58866.0
60.72666,41734.0,58867.0
60.739208,41729.0,58864.0
60.752048,41733.0,58869.0
60.76302,41748.0,58871.0
60.776504,41731.0,58849.0
60.789052,41713.0,58862.0
60.801884,41745.0,58863.0
60.812848,41750.0,58858.0
60.826332,41751.0,58864.0
60.83888,41750.0,58859.0
60.851716,41719.0,58884.0
60.862684,41714.0,58871.0
60.876156,41731.0,58878.0
60.888716,41744.0,58879.0
60.901556,41750.0,58875.0
60.912524,41758.0,58886.0
60.926016,41734.0,58893.0
60.93856,41755.0,58906.0
60.951396,41751.0,58924.0
60.962364,41751.0,58921.0
60.975832,41762.0,58929.0
60.988388,41747.0,58932.0
61.001228,41758.0,58946.0
61.0122,41754.0,58955.0
61.02568,41747.0,58962.0
61.038228,41776.0,58973.0
61.051068,41763.0,58985.0
61.06204,41788.0,58993.0
61.075516,41774.0,59021.0
61.088072,41785.0,58995.0
61.100904,41774.0,59014.0
61.111872,41779.0,59018.0
61.125364,41783.0,59037.0
61.137924,41784.0,59028.0
61.15076,41784.0,59058.0
61.161736,41785.0,59056.0
61.175208,41788.0,59079.0
61.187764,41780.0,59071.0
61.200596,41781.0,59072.0
61.211568,41802.0,59085.0
61.225064,41794.0,59109.0
61.23762,41797.0,59099.0
61.25046,41808.0,59112.0
61.261432,41815.0,59124.0
61.274908,41805.0,59148.0
61.287472,41812.0,59175.0
61.300304,41823.0,59176.0
61.311276,41834.0,59170.0
61.324764,41828.0,59201.0
61.337316,41813.0,59210.0
61.350168,41840.0,59211.0
61.36114,41835.0,59215.0
61.37462,41801.0,59186.0
61.387184,41821.0,59140.0
61.40002,41788.0,59116.0
61.410992,41813.0,59104.0
61.424472,41781.0,59054.0
61.437036,41778.0,59031.0
61.449888,41784.0,58984.0
61.460852,41767.0,58991.0
61.47432,41769.0,58954.0
61.48688,41771.0,58945.0
61.49972,41772.0,58935.0
61.510692,41754.0,58963.0
61.524172,41767.0,58935.0
61.537012,41780.0,58948.0
61.547984,41775.0,58974.0
61.56146,41759.0,58970.0
61.574008,41770.0,58983.0
61.586852,41769.0,58998.0
61.597824,41778.0,58998.0
61.611304,41782.0,59008.0
61.623864,41784.0,59012.0
61.636696,41803.0,59047.0
61.647664,41798.0,59037.0
61.66114,41793.0,59030.0
61.673692,41788.0,59032.0
61.686536,41797.0,59050.0
61.697508,41786.0,59044.0
61.71098,41785.0,59044.0
61.723528,41763.0,59025.0
61.73608,41786.0,59007.0
61.748924,41790.0,59033.0
61.759896,41780.0,59027.0
61.773368,41779.0,59030.0
61.785928,41786.0,59036.0
61.798776,41777.0,59032.0
61.809748,41789.0,59033.0
61.823228,41785.0,59032.0
61.83606,41797.0,59026.0
61.847036,41790.0,59038.0
61.860512,41783.0,59067.0
61.87306,41782.0,59048.0
61.88562,41797.0,59070.0
61.89846,41777.0,59071.0
61.909432,41795.0,59085.0
61.922912,41788.0,59072.0
61.935748,41809.0,59085.0
61.946716,41797.0,59110.0
61.960216,41804.0,59095.0
61.972764,41796.0,59120.0
61.985616,41814.0,59129.0
61.996588,41807.0,59126.0
62.010068,41802.0,59133.0
62.022632,41799.0,59144.0
62.035464,41811.0,59147.0
62.046436,41825.0,59151.0
62.059908,41817.0,59164.0
62.072456,41813.0,59149.0
62.0853,41806.0,59169.0
62.096272,41799.0,59152.0
62.109752,41814.0,59173.0
62.122304,41821.0,59182.0
62.135136,41819.0,59207.0
62.146108,41811.0,59211.0
62.15958,41827.0,59200.0
62.172128,41814.0,59211.0
62.184972,41834.0,59242.0
62.195944,41824.0,59221.0
62.209428,41818.0,59254.0
62.221984,41831.0,59258.0
62.23482,41837.0,59254.0
62.245792,41840.0,59271.0
62.259272,41841.0,59284.0
62.271824,41855.0,59296.0
62.284668,41846.0,59308.0
62.295636,41847.0,59306.0
62.309116,41847.0,59320.0
62.32168,41855.0,59331.0
62.334516,41848.0,59321.0
62.345488,41835.0,59299.0
62.358964,41824.0,59247.0
62.371512,41799.0,59217.0
62.384356,41796.0,59160.0
62.395324,41792.0,59177.0
62.408816,41781.0,59106.0
62.421376,41797.0,59070.0
62.434208,41775.0,59063.0
62.44518,41789.0,59042.0
62.458652,41783.0,59035.0
62.471204,41768.0,59025.0
62.484048,41768.0,59025.0
62.49502,41780.0,59021.0
62.508504,41768.0,59023.0
62.521064,41779.0,59000.0
62.533908,41774.0,59014.0
62.544876,41768.0,59007.0
62.558348,41777.0,59045.0
62.570896,41776.0,59037.0
62.583744,41787.0,59047.0
62.594716,41797.0,59062.0
62.608196,41799.0,59055.0
62.620756,41772.0,59067.0
62.633596,41785.0,59064.0
62.644568,41785.0,59061.0
62.65804,41785.0,59071.0
62.670596,41777.0,59056.0
62.683448,41776.0,59056.0
62.694416,41767.0,59042.0
62.7079,41766.0,59039.0
62.72046,41765.0,59053.0
62.7333,41801.0,59045.0
62.744272,41786.0,59043.0
62.757744,41761.0,59059.0
62.7703,41782.0,59052.0
62.783152,41782.0,59059.0
62.79412,41778.0,59062.0
62.8076,41780.0,59054.0
62.820156,41780.0,59075.0
62.832996,41790.0,59062.0
62.843968,41765.0,59070.0
62.857444,41790.0,59081.0
62.869996,41798.0,59092.0
62.882844,41792.0,59115.0
62.893812,41794.0,59100.0
62.9073,41775.0,59117.0
62.919856,41792.0,59124.0
62.932688,41775.0,59128.0
62.94366,41781.0,59129.0
62.957136,41778.0,59118.0
62.969684,41786.0,59142.0
62.98254,41800.0,59137.0
62.993512,41787.0,59166.0
63.007004,41789.0,59182.0
63.019852,41793.0,59141.0
63.030824,41793.0,59164.0
63.044312,41798.0,59176.0
63.056864,41794.0,59169.0
63.069696,41807.0,59188.0
63.080668,41811.0,59183.0
63.09414,41794.0,59195.0
63.106696,41808.0,59199.0
63.11954,41815.0,59224.0
63.130512,41808.0,59215.0
63.144008,41814.0,59209.0
63.156556,41811.0,59214.0
63.169396,41810.0,59231.0
63.180368,41826.0,59242.0
63.19384,41821.0,59245.0
63.206392,41805.0,59261.0
63.219236,41815.0,59275.0
63.230208,41813.0,59260.0
63.243688,41825.0,59257.0
63.256236,41822.0,59277.0
63.269072,41824.0,59284.0
63.280044,41811.0,59288.0
63.293516,41832.0,59293.0
63.306068,41835.0,59301.0
63.318912,41834.0,59306.0
63.329884,41827.0,59309.0
63.343368,41835.0,59326.0
63.35592,41831.0,59330.0
63.368752,41834.0,59334.0
63.379728,41836.0,59339.0
63.393204,41826.0,59319.0
63.40576,41827.0,59300.0
63.418596,41824.0,59274.0
63.429564,41803.0,59278.0
63.44306,41778.0,59214.0
63.455612,41787.0,59190.0
63.468448,41797.0,59162.0
63.47942,41796.0,59160.0
63.492896,41770.0,59115.0
63.50546,41782.0,59092.0
63.5183,41765.0,59085.0
63.529276,41765.0,59077.0
63.54276,41771.0,59075.0
63.555308,41773.0,59076.0
63.568148,41761.0,59060.0
63.57912,41756.0,59070.0
63.592604,41758.0,59073.0
63.605164,41779.0,59075.0
63.618008,41774.0,59080.0
63.628976,41771.0,59080.0
63.642456,41778.0,59089.0
63.655016,41771.0,59096.0
63.667856,41762.0,59096.0
63.678828,41785.0,59112.0
63.692308,41776.0,59092.0
63.70486,41782.0,59114.0
63.717708,41793.0,59126.0
63.728684,41767.0,59121.0
63.74216,41768.0,59106.0
63.754712,41768.0,59111.0
63.767548,41795.0,59113.0
63.778524,41748.0,59100.0
63.791996,41765.0,59093.0
63.804564,41789.0,59089.0
63.817404,41777.0,59106.0
63.828372,41773.0,59093.0
63.84186,41772.0,59108.0
63.854408,41785.0,59107.0
63.86726,41798.0,59137.0
63.878232,41794.0,59122.0
63.891708,41769.0,59129.0
63.904268,41782.0,59137.0
63.917108,41786.0,59130.0
63.928072,41780.0,59133.0
63.941564,41775.0,59157.0
63.95412,41800.0,59164.0
63.96696,41777.0,59160.0
63.977932,41800.0,59164.0
63.991408,41799.0,59178.0
64.003968,41799.0,59186.0
64.0168,41791.0,59201.0
64.027768,41807.0,59195.0
64.041256,41805.0,59206.0
64.053808,41803.0,59219.0
64.06664,41800.0,59208.0
64.077604,41812.0,59226.0
64.091084,41813.0,59236.0
64.103648,41812.0,59266.0
64.116484,41799.0,59266.0
64.127448,41821.0,59272.0
64.140932,41824.0,59269.0
64.15348,41809.0,59286.0
64.166312,41820.0,59291.0
64.17728,41832.0,59282.0
64.190756,41820.0,59290.0
64.203316,41837.0,59313.0
64.21616,41839.0,59310.0
64.227128,41828.0,59320.0
64.240616,41833.0,59335.0
64.253168,41831.0,59352.0
64.266,41816.0,59347.0
64.276972,41838.0,59358.0
64.290448,41851.0,59380.0
64.303008,41851.0,59383.0
64.315844,41861.0,59414.0
64.326816,41848.0,59408.0
64.3403,41860.0,59424.0
64.352852,41846.0,59427.0
64.365688,41865.0,59439.0
64.37666,41870.0,59461.0
64.390144,41856.0,59465.0
64.402696,41869.0,59458.0
64.415532,41845.0,59439.0
64.4265,41858.0,59433.0
64.439984,41846.0,59389.0
64.452532,41849.0,59372.0
64.465376,41825.0,59324.0
64.476344,41832.0,59332.0
64.489816,41825.0,59265.0
64.502368,41824.0,59251.0
64.515204,41814.0,59240.0
64.526168,41803.0,59261.0
64.539668,41808.0,59237.0
64.552212,41812.0,59236.0
64.565052,41795.0,59207.0
64.576016,41805.0,59229.0
64.589488,41801.0,59212.0
64.602036,41806.0,59232.0
64.61488,41817.0,59240.0
64.625844,41801.0,59236.0
64.639328,41817.0,59238.0
64.65188,41825.0,59247.0
64.66472,41822.0,59251.0
64.675692,41817.0,59268.0
64.68918,41840.0,59285.0
64.701736,41833.0,59294.0
64.714576,41825.0,59298.0
64.725548,41816.0,59262.0
64.739028,41839.0,59286.0
64.751576,41817.0,59285.0
64.764416,41826.0,59278.0
64.775388,41819.0,59288.0
64.788856,41839.0,59284.0
64.801412,41817.0,59291.0
64.814244,41825.0,59281.0
64.825212,41828.0,59290.0
64.838696,41824.0,59272.0
64.851248,41814.0,59274.0
64.864084,41820.0,59290.0
64.875056,41814.0,59276.0
64.888528,41828.0,59275.0
64.90108,41826.0,59290.0
64.913916,41823.0,59308.0
64.924888,41839.0,59292.0
64.938372,41837.0,59318.0
64.95092,41835.0,59303.0
64.963764,41833.0,59304.0
64.974728,41836.0,59306.0
64.988204,41834.0,59341.0
65.000756,41852.0,59329.0
65.013304,41845.0,59326.0
65.02614,41848.0,59346.0
65.037108,41849.0,59349.0
65.050584,41855.0,59353.0
65.06314,41855.0,59373.0
65.07598,41853.0,59352.0
65.086952,41844.0,59355.0
65.10044,41843.0,59374.0
65.112992,41869.0,59390.0
65.125828,41861.0,59363.0
65.136804,41843.0,59403.0
65.150272,41845.0,59379.0
65.162824,41847.0,59397.0
65.175668,41863.0,59387.0
65.186644,41856.0,59392.0
65.200144,41836.0,59397.0
65.21298,41850.0,59397.0
65.223948,41860.0,59405.0
65.237436,41871.0,59414.0
65.249984,41856.0,59423.0
65.262828,41869.0,59425.0
65.2738,41857.0,59428.0
65.287284,41877.0,59452.0
65.299848,41869.0,59452.0
65.31268,41841.0,59454.0
65.323652,41870.0,59482.0
65.337136,41875.0,59473.0
65.349688,41861.0,59492.0
65.362524,41883.0,59490.0
65.373492,41873.0,59504.0
65.386964,41870.0,59530.0
65.39952,41884.0,59500.0
65.412356,41873.0,59514.0
65.423324,41885.0,59499.0
65.436808,41859.0,59453.0
65.44936,41849.0,59409.0
65.4622,41828.0,59385.0
65.473172,41842.0,59363.0
65.486644,41816.0,59301.0
65.499212,41816.0,59276.0
65.512044,41826.0,59244.0
65.523012,41789.0,59249.0
65.5365,41796.0,59222.0
65.549044,41805.0,59218.0
65.561888,41783.0,59197.0
65.572852,41798.0,59202.0
65.586324,41806.0,59201.0
65.598876,41802.0,59169.0
65.61142,41800.0,59175.0
65.624248,41796.0,59180.0
65.635212,41796.0,59187.0
65.648692,41792.0,59188.0
65.661236,41805.0,59186.0
65.674076,41789.0,59197.0
65.685048,41796.0,59199.0
65.698532,41811.0,59217.0
65.71108,41794.0,59202.0
65.723912,41801.0,59216.0
65.734884,41810.0,59195.0
65.748348,41809.0,59199.0
65.760908,41793.0,59181.0
65.773744,41793.0,59200.0
65.784712,41796.0,59173.0
65.798196,41801.0,59182.0
65.810736,41775.0,59158.0
65.823572,41805.0,59196.0
65.83454,41791.0,59163.0
65.848012,41792.0,59170.0
65.860568,41795.0,59186.0
65.873412,41800.0,59179.0
65.884384,41787.0,59188.0
65.89786,41796.0,59188.0
65.910408,41817.0,59223.0
65.92324,41800.0,59205.0
65.934208,41805.0,59205.0
65.947684,41809.0,59219.0
65.960228,41826.0,59222.0
65.972784,41825.0,59222.0
65.985616,41827.0,59262.0
65.996588,41830.0,59240.0
66.010064,41807.0,59260.0
66.022616,41821.0,59260.0
66.03546,41822.0,59276.0
66.046428,41843.0,59280.0
66.059904,41819.0,59273.0
66.07246,41824.0,59288.0
66.085288,41821.0,59293.0
66.096256,41818.0,59290.0
66.109732,41833.0,59307.0
66.122284,41825.0,59311.0
66.135128,41828.0,59312.0
66.1461,41835.0,59295.0
66.159588,41841.0,59322.0
66.172144,41841.0,59321.0
66.184984,41821.0,59326.0
66.195956,41839.0,59333.0
66.209428,41850.0,59324.0
66.221972,41852.0,59346.0
66.234816,41834.0,59357.0
66.245784,41848.0,59356.0
66.259268,41829.0,59372.0
66.271816,41839.0,59376.0
66.284656,41840.0,59373.0
66.295628,41841.0,59378.0
66.309112,41851.0,59395.0
66.32166,41859.0,59404.0
66.3345,41863.0,59396.0
66.345476,41862.0,59415.0
66.35896,41863.0,59436.0
66.371512,41857.0,59445.0
66.384352,41852.0,59437.0
66.39532,41865.0,59446.0
66.408792,41864.0,59461.0
66.42134,41872.0,59481.0
66.434184,41869.0,59476.0
66.445152,41866.0,59483.0
66.458652,41863.0,59486.0
66.471204,41868.0,59489.0
66.484044,41866.0,59492.0
66.495016,41866.0,59483.0
66.508492,41849.0,59452.0
66.52104,41855.0,59411.0
66.533892,41826.0,59383.0
66.544864,41838.0,59367.0
66.558348,41822.0,59298.0
66.571192,41824.0,59301.0
66.582156,41818.0,59276.0
66.59564,41818.0,59281.0
66.608196,41832.0,59267.0
66.621028,41810.0,59263.0
66.631992,41794.0,59224.0
66.64546,41810.0,59241.0
66.658016,41825.0,59255.0
66.67056,41806.0,59247.0
66.683392,41811.0,59253.0
66.694364,41830.0,59236.0
66.707836,41805.0,59232.0
66.720384,41816.0,59260.0
66.733232,41808.0,59259.0
66.744204,41819.0,59265.0
66.757696,41804.0,59274.0
66.770236,41808.0,59289.0
66.783072,41814.0,59283.0
66.794036,41812.0,59278.0
66.807504,41813.0,59288.0
66.820052,41819.0,59288.0
66.832896,41818.0,59274.0
66.843864,41815.0,59253.0
66.857348,41812.0,59238.0
66.8699,41817.0,59280.0
66.882736,41802.0,59273.0
66.8937,41809.0,59267.0
66.907176,41826.0,59259.0
66.919728,41812.0,59266.0
66.932572,41809.0,59269.0
66.94354,41829.0,59280.0
66.95702,41820.0,59273.0
66.969572,41823.0,59280.0
66.982404,41843.0,59293.0
66.993376,41808.0,59293.0
67.006848,41826.0,59317.0
67.0194,41830.0,59322.0
67.032244,41824.0,59311.0
67.043212,41822.0,59307.0
67.056704,41829.0,59326.0
67.069244,41828.0,59337.0
67.08208,41837.0,59347.0
67.093052,41834.0,59337.0
67.10652,41835.0,59352.0
67.119072,41836.0,59363.0
67.13192,41840.0,59378.0
67.142888,41844.0,59368.0
67.156372,41839.0,59389.0
67.16892,41833.0,59371.0
67.181756,41843.0,59393.0
67.192728,41841.0,59379.0
67.206208,41856.0,59393.0
67.218752,41846.0,59419.0
67.231308,41871.0,59433.0
67.244144,41864.0,59433.0
67.255116,41858.0,59421.0
67.2686,41869.0,59450.0
67.281432,41875.0,59447.0
67.292396,41867.0,59442.0
67.305868,41871.0,59465.0
67.31842,41854.0,59471.0
67.33098,41865.0,59480.0
67.343812,41863.0,59475.0
67.354784,41862.0,59496.0
67.368256,41882.0,59501.0
67.380808,41882.0,59521.0
67.393648,41891.0,59519.0
67.40462,41895.0,59541.0
67.41812,41888.0,59537.0
67.430672,41883.0,59555.0
67.443512,41890.0,59567.0
67.454484,41905.0,59566.0
67.467952,41891.0,59591.0
67.480504,41891.0,59593.0
67.493352,41904.0,59586.0
67.504324,41891.0,59589.0
67.517812,41881.0,59570.0
67.530652,41889.0,59549.0
67.54162,41858.0,59527.0
67.5551,41858.0,59471.0
67.567656,41844.0,59445.0
67.580488,41839.0,59417.0
67.591456,41858.0,59408.0
67.604936,41839.0,59382.0
67.617492,41836.0,59369.0
67.630336,41849.0,59342.0
67.641308,41835.0,59344.0
67.654792,41839.0,59354.0
67.667344,41827.0,59349.0
67.68018,41848.0,59337.0
67.691148,41822.0,59356.0
67.70462,41826.0,59351.0
67.717176,41850.0,59364.0
67.730012,41830.0,59361.0
67.740984,41831.0,59367.0
67.754468,41836.0,59381.0
67.76702,41842.0,59379.0
67.77986,41839.0,59392.0
67.790832,41852.0,59385.0
67.804316,41833.0,59384.0
67.816876,41842.0,59377.0
67.82972,41843.0,59381.0
67.840688,41838.0,59380.0
67.854172,41836.0,59365.0
67.866732,41853.0,59381.0
67.879568,41853.0,59381.0
67.890536,41842.0,59359.0
67.904004,41832.0,59366.0
67.916552,41835.0,59385.0
67.9294,41837.0,59362.0
67.940372,41853.0,59371.0
67.953856,41841.0,59371.0
67.966412,41846.0,59381.0
67.979252,41849.0,59386.0
67.990224,41863.0,59386.0
68.003696,41844.0,59388.0
68.01626,41838.0,59381.0
68.0291,41844.0,59386.0
68.040068,41839.0,59392.0
68.053548,41838.0,59411.0
68.066092,41842.0,59404.0
68.078928,41846.0,59425.0
68.0899,41857.0,59403.0
68.103364,41841.0,59419.0
68.115924,41856.0,59415.0
68.128764,41863.0,59434.0
68.139736,41848.0,59438.0
68.153228,41850.0,59443.0
68.16578,41850.0,59441.0
68.178616,41852.0,59448.0
68.189588,41851.0,59452.0
68.20306,41857.0,59467.0
68.215616,41841.0,59459.0
68.22846,41853.0,59463.0
68.239432,41880.0,59465.0
68.25292,41864.0,59471.0
68.265472,41857.0,59484.0
68.278308,41862.0,59482.0
68.289272,41857.0,59480.0
68.302748,41872.0,59506.0
68.315304,41861.0,59495.0
68.328148,41855.0,59514.0
68.33912,41870.0,59502.0
68.3526,41871.0,59522.0
68.365152,41873.0,59520.0
68.378,41873.0,59509.0
68.388972,41873.0,59523.0
68.402456,41870.0,59524.0
68.41502,41872.0,59544.0
68.42786,41879.0,59542.0
68.438832,41877.0,59533.0
68.45232,41872.0,59570.0
68.464868,41877.0,59535.0
68.4777,41874.0,59567.0
68.488676,41890.0,59565.0
68.50214,41874.0,59537.0
68.514696,41871.0,59538.0
68.527536,41858.0,59513.0
68.538504,41849.0,59495.0
68.551992,41840.0,59454.0
68.56454,41822.0,59408.0
68.577372,41827.0,59368.0
68.588344,41810.0,59371.0
68.60182,41811.0,59320.0
68.614376,41799.0,59306.0
68.627216,41800.0,59282.0
68.638188,41795.0,59287.0
68.651672,41805.0,59256.0
68.664216,41801.0,59268.0
68.677056,41780.0,59244.0
68.688028,41778.0,59246.0
68.701496,41792.0,59235.0
68.714052,41804.0,59248.0
68.726896,41782.0,59233.0
68.737868,41813.0,59256.0
68.751372,41796.0,59239.0
68.763912,41805.0,59240.0
68.776744,41796.0,59240.0
68.787716,41803.0,59253.0
68.801188,41783.0,59236.0
68.81374,41794.0,59242.0
68.826584,41799.0,59251.0
68.837548,41782.0,59239.0
68.851032,41782.0,59234.0
68.86358,41776.0,59237.0
68.876416,41798.0,59224.0
68.887388,41795.0,59236.0
68.900872,41790.0,59217.0
68.913424,41775.0,59224.0
68.926264,41799.0,59233.0
68.937236,41794.0,59220.0
68.95072,41785.0,59223.0
68.963264,41784.0,59225.0
68.976104,41792.0,59227.0
68.987068,41793.0,59236.0
69.000536,41803.0,59235.0
69.0131,41785.0,59254.0
69.02594,41791.0,59259.0
69.036908,41791.0,59245.0
69.050404,41803.0,59254.0
69.06296,41797.0,59267.0
69.075796,41810.0,59271.0
69.086772,41791.0,59284.0
69.10024,41802.0,59270.0
69.112796,41802.0,59286.0
69.125636,41798.0,59275.0
69.136608,41806.0,59290.0
69.150088,41805.0,59308.0
69.162632,41811.0,59303.0
69.175468,41811.0,59301.0
69.18644,41805.0,59306.0
69.199912,41801.0,59318.0
69.212468,41813.0,59325.0
69.225304,41831.0,59322.0
69.236276,41816.0,59320.0
69.249756,41815.0,59348.0
69.262304,41821.0,59338.0
69.27514,41809.0,59367.0
69.286112,41817.0,59374.0
69.299584,41840.0,59350.0
69.31214,41815.0,59363.0
69.32498,41836.0,59369.0
69.335948,41832.0,59363.0
69.34944,41826.0,59391.0
69.36198,41823.0,59391.0
69.374816,41842.0,59405.0
69.385788,41850.0,59405.0
69.39926,41849.0,59415.0
69.41182,41835.0,59429.0
69.424652,41847.0,59435.0
69.435624,41835.0,59442.0
69.449116,41834.0,59449.0
69.461668,41851.0,59432.0
69.474512,41857.0,59450.0
69.48548,41850.0,59465.0
69.498956,41852.0,59506.0
69.511512,41855.0,59493.0
69.524348,41849.0,59494.0
69.53532,41851.0,59497.0
69.548804,41862.0,59526.0
69.561356,41852.0,59529.0
69.574188,41848.0,59521.0
69.58516,41861.0,59505.0
69.598628,41839.0,59483.0
69.611188,41837.0,59463.0
69.624024,41821.0,59423.0
69.635,41814.0,59425.0
69.648496,41812.0,59354.0
69.661044,41786.0,59301.0
69.67388,41811.0,59285.0
69.684848,41796.0,59300.0
69.69832,41782.0,59252.0
69.710876,41796.0,59233.0
69.723716,41778.0,59218.0
69.734684,41772.0,59234.0
69.74818,41774.0,59214.0
69.760728,41770.0,59213.0
69.773568,41764.0,59214.0
69.784532,41795.0,59215.0
69.798012,41796.0,59236.0
69.810576,41790.0,59242.0
69.823404,41763.0,59245.0
69.834372,41794.0,59242.0
69.847856,41782.0,59267.0
69.860412,41790.0,59266.0
69.873244,41801.0,59267.0
69.884216,41815.0,59276.0
69.897684,41808.0,59271.0
69.91024,41806.0,59275.0
69.923076,41782.0,59273.0
69.934044,41806.0,59279.0
69.947524,41799.0,59270.0
69.96008,41789.0,59268.0
69.972916,41813.0,59263.0
69.983884,41796.0,59256.0
69.997356,41803.0,59275.0
70.009916,41804.0,59264.0
70.02246,41786.0,59274.0
