t_values,ir_values,red_values
102.768556,41920.0,59314.0
102.782088,41929.0,59338.0
102.794972,41904.0,59337.0
102.805984,41909.0,59338.0
102.819508,41922.0,59351.0
102.832384,41908.0,59365.0
102.843404,41937.0,59359.0
102.857132,41926.0,59371.0
102.868148,41940.0,59367.0
102.881672,41929.0,59383.0
102.894552,41925.0,59380.0
102.905568,41927.0,59402.0
102.919096,41939.0,59400.0
102.931976,41934.0,59407.0
102.942988,41942.0,59405.0
102.9565,41936.0,59402.0
102.969388,41939.0,59416.0
102.980404,41933.0,59406.0
102.993932,41950.0,59416.0
103.006812,41932.0,59438.0
103.017828,41947.0,59427.0
103.031344,41937.0,59440.0
103.04424,41943.0,59436.0
103.055252,41939.0,59445.0
103.068988,41966.0,59456.0
103.080004,41947.0,59458.0
103.093528,41928.0,59469.0
103.106416,41948.0,59458.0
103.117432,41940.0,59474.0
103.130948,41953.0,59459.0
103.14384,41944.0,59474.0
103.154856,41943.0,59494.0
103.168376,41959.0,59494.0
103.181272,41954.0,59498.0
103.192292,41950.0,59475.0
103.20604,41953.0,59499.0
103.21706,41958.0,59491.0
103.230588,41939.0,59458.0
103.243476,41936.0,59430.0
103.254492,41918.0,59425.0
103.268012,41914.0,59347.0
103.280908,41907.0,59296.0
103.29192,41895.0,59279.0
103.305444,41874.0,59238.0
103.318332,41876.0,59197.0
103.329348,41859.0,59188.0
103.342876,41854.0,59145.0
103.355768,41842.0,59152.0
103.366788,41844.0,59124.0
103.380528,41851.0,59104.0
103.391548,41841.0,59105.0
103.405084,41843.0,59078.0
103.417972,41851.0,59079.0
103.428988,41828.0,59069.0
103.442536,41827.0,59052.0
103.455416,41834.0,59080.0
103.466436,41846.0,59067.0
103.480176,41844.0,59076.0
103.491196,41838.0,59072.0
103.504728,41825.0,59076.0
103.517612,41835.0,59094.0
103.528628,41845.0,59077.0
103.542156,41837.0,59089.0
103.55504,41844.0,59075.0
103.566052,41840.0,59079.0
103.579588,41833.0,59074.0
103.592472,41847.0,59083.0
103.603484,41847.0,59084.0
103.617012,41834.0,59072.0
103.629888,41837.0,59065.0
103.640904,41843.0,59083.0
103.65464,41840.0,59094.0
103.665656,41835.0,59090.0
103.679184,41856.0,59097.0
103.692068,41840.0,59095.0
103.703084,41846.0,59094.0
103.7166,41836.0,59116.0
103.729492,41850.0,59119.0
103.740508,41846.0,59108.0
103.754028,41854.0,59124.0
103.766904,41856.0,59143.0
103.77792,41848.0,59141.0
103.791436,41877.0,59160.0
103.804324,41856.0,59151.0
103.81534,41885.0,59166.0
103.829068,41871.0,59177.0
103.840084,41853.0,59193.0
103.8536,41878.0,59194.0
103.86648,41879.0,59219.0
103.8775,41869.0,59222.0
103.891028,41888.0,59232.0
103.903924,41881.0,59234.0
103.91494,41881.0,59231.0
103.928456,41882.0,59264.0
103.941344,41910.0,59265.0
103.95236,41887.0,59272.0
103.965884,41889.0,59293.0
103.978772,41889.0,59279.0
103.989788,41897.0,59301.0
104.003528,41901.0,59308.0
104.014544,41892.0,59314.0
104.02806,41911.0,59324.0
104.04096,41893.0,59329.0
104.051976,41912.0,59320.0
104.065492,41902.0,59341.0
104.078384,41910.0,59325.0
104.0894,41914.0,59353.0
104.102948,41910.0,59360.0
104.115836,41921.0,59371.0
104.126856,41919.0,59358.0
104.1406,41919.0,59381.0
104.151616,41899.0,59379.0
104.165136,41912.0,59393.0
104.17804,41916.0,59403.0
104.18906,41917.0,59398.0
104.202588,41934.0,59418.0
104.215468,41911.0,59394.0
104.226488,41906.0,59406.0
104.240028,41896.0,59361.0
104.252908,41906.0,59321.0
104.263928,41879.0,59329.0
104.27768,41872.0,59238.0
104.288696,41863.0,59231.0
104.302224,41857.0,59154.0
104.315108,41842.0,59134.0
104.32612,41850.0,59115.0
104.33966,41818.0,59095.0
104.35254,41833.0,59061.0
104.363552,41830.0,59049.0
104.37708,41835.0,59030.0
104.389968,41828.0,59032.0
104.400984,41816.0,59024.0
104.414508,41818.0,59015.0
104.427392,41813.0,59019.0
104.438412,41806.0,59014.0
104.452144,41814.0,59006.0
104.46316,41799.0,58991.0
104.4767,41804.0,59028.0
104.48958,41818.0,59029.0
104.500596,41807.0,59029.0
104.514112,41834.0,59027.0
104.526992,41820.0,59025.0
104.538008,41836.0,59031.0
104.551532,41830.0,59017.0
104.564416,41816.0,59021.0
104.575432,41810.0,59036.0
104.588948,41821.0,59039.0
104.601836,41811.0,59044.0
104.612852,41827.0,59034.0
104.626584,41832.0,59033.0
104.6376,41820.0,59047.0
104.651124,41810.0,59033.0
104.664008,41818.0,59058.0
104.67502,41823.0,59054.0
104.688544,41809.0,59068.0
104.70144,41817.0,59084.0
104.712456,41805.0,59055.0
104.725972,41839.0,59082.0
104.738864,41819.0,59090.0
104.74988,41820.0,59088.0
104.763424,41828.0,59111.0
104.776312,41820.0,59102.0
104.787332,41835.0,59110.0
104.801072,41831.0,59136.0
104.812088,41825.0,59125.0
104.825604,41837.0,59149.0
104.838496,41860.0,59157.0
104.849516,41851.0,59167.0
104.86304,41845.0,59173.0
104.875932,41867.0,59178.0
104.886948,41843.0,59201.0
104.900472,41851.0,59201.0
104.913356,41850.0,59204.0
104.924368,41861.0,59220.0
104.938108,41861.0,59228.0
104.949124,41862.0,59230.0
104.962644,41880.0,59238.0
104.975524,41873.0,59258.0
104.986536,41871.0,59261.0
105.000064,41876.0,59279.0
105.012944,41879.0,59290.0
105.02396,41876.0,59290.0
105.037488,41870.0,59293.0
105.050364,41873.0,59325.0
105.061384,41884.0,59332.0
105.074912,41891.0,59336.0
105.087788,41886.0,59357.0
105.098804,41894.0,59349.0
105.11232,41880.0,59391.0
105.125204,41905.0,59396.0
105.136216,41909.0,59405.0
105.149948,41913.0,59415.0
105.160964,41904.0,59443.0
105.174492,41924.0,59454.0
105.187376,41914.0,59455.0
105.198388,41911.0,59474.0
105.211924,41923.0,59485.0
105.224796,41937.0,59493.0
105.235808,41937.0,59503.0
105.249328,41930.0,59506.0
105.262204,41927.0,59486.0
105.273216,41919.0,59485.0
105.286744,41905.0,59458.0
105.299632,41904.0,59428.0
105.310648,41904.0,59431.0
105.324372,41916.0,59406.0
105.335388,41894.0,59400.0
105.348908,41895.0,59379.0
105.361804,41887.0,59369.0
105.372816,41893.0,59395.0
105.386328,41886.0,59383.0
105.399216,41892.0,59391.0
105.410228,41892.0,59382.0
105.42376,41887.0,59383.0
105.436652,41888.0,59383.0
105.447668,41909.0,59404.0
105.461196,41897.0,59405.0
105.474088,41871.0,59428.0
105.485104,41907.0,59440.0
105.498864,41903.0,59448.0
105.509876,41917.0,59447.0
105.523396,41909.0,59468.0
105.536284,41914.0,59479.0
105.5473,41924.0,59476.0
105.56082,41912.0,59494.0
105.57372,41905.0,59497.0
105.584736,41916.0,59476.0
105.598272,41915.0,59489.0
105.611148,41909.0,59505.0
105.622168,41909.0,59515.0
105.63592,41931.0,59512.0
105.646936,41931.0,59500.0
105.660464,41925.0,59528.0
105.673352,41920.0,59503.0
105.684364,41926.0,59525.0
105.697892,41944.0,59507.0
105.710772,41932.0,59525.0
105.721788,41945.0,59525.0
105.73532,41931.0,59533.0
105.748204,41943.0,59549.0
105.75922,41934.0,59541.0
105.772744,41945.0,59562.0
105.785628,41944.0,59562.0
105.79664,41936.0,59578.0
105.810364,41927.0,59574.0
105.82138,41940.0,59575.0
105.834908,41933.0,59601.0
105.847796,41947.0,59609.0
105.858808,41950.0,59606.0
105.87234,41930.0,59608.0
105.88522,41947.0,59608.0
105.896236,41949.0,59634.0
105.909748,41948.0,59645.0
105.922632,41929.0,59620.0
105.933648,41962.0,59632.0
105.947172,41942.0,59642.0
105.96006,41941.0,59647.0
105.971076,41945.0,59657.0
105.984804,41949.0,59668.0
105.995816,41952.0,59659.0
106.009336,41951.0,59680.0
106.022224,41932.0,59681.0
106.033244,41948.0,59668.0
106.046764,41944.0,59686.0
106.059644,41962.0,59683.0
106.07066,41966.0,59707.0
106.084176,41970.0,59719.0
106.09706,41955.0,59720.0
106.108072,41958.0,59710.0
106.121592,41953.0,59730.0
106.134488,41958.0,59740.0
106.145504,41970.0,59743.0
106.159032,41950.0,59770.0
106.17192,41979.0,59782.0
106.182936,41973.0,59769.0
106.19668,41986.0,59772.0
106.207696,41970.0,59781.0
106.221212,41987.0,59762.0
106.2341,41956.0,59738.0
106.245112,41964.0,59738.0
106.25864,41952.0,59694.0
106.271524,41938.0,59680.0
106.28254,41937.0,59684.0
106.296064,41937.0,59650.0
106.308948,41922.0,59632.0
106.31996,41927.0,59615.0
106.333716,41933.0,59601.0
106.344728,41926.0,59609.0
106.358252,41921.0,59587.0
106.371136,41917.0,59591.0
106.382156,41908.0,59570.0
106.395688,41910.0,59575.0
106.408572,41905.0,59575.0
106.419588,41903.0,59557.0
106.433112,41914.0,59563.0
106.446,41920.0,59574.0
106.457016,41907.0,59569.0
106.470544,41912.0,59580.0
106.483424,41905.0,59561.0
106.49444,41908.0,59571.0
106.508172,41901.0,59569.0
106.519188,41894.0,59549.0
106.532708,41910.0,59563.0
106.545584,41914.0,59560.0
106.556604,41885.0,59558.0
106.570124,41896.0,59558.0
106.583,41898.0,59551.0
106.594012,41900.0,59562.0
106.607536,41901.0,59557.0
106.620412,41899.0,59564.0
106.631428,41899.0,59543.0
106.644948,41892.0,59560.0
106.657836,41906.0,59570.0
106.668852,41897.0,59561.0
106.682384,41910.0,59578.0
106.695268,41901.0,59576.0
106.70628,41914.0,59567.0
106.720008,41910.0,59578.0
106.73102,41894.0,59591.0
106.74454,41908.0,59591.0
106.757432,41924.0,59597.0
106.768448,41900.0,59611.0
106.781976,41900.0,59608.0
106.79486,41925.0,59622.0
106.80588,41923.0,59613.0
106.8194,41923.0,59613.0
106.832288,41917.0,59635.0
106.843304,41915.0,59651.0
106.856832,41896.0,59651.0
106.86972,41919.0,59641.0
106.880736,41922.0,59660.0
106.89448,41911.0,59657.0
106.9055,41912.0,59660.0
106.919032,41915.0,59648.0
106.931924,41917.0,59660.0
106.94294,41905.0,59668.0
106.956472,41913.0,59670.0
106.969368,41924.0,59664.0
106.980384,41920.0,59658.0
106.994132,41918.0,59664.0
107.005148,41927.0,59678.0
107.018664,41910.0,59675.0
107.031552,41925.0,59678.0
107.042564,41923.0,59685.0
107.056092,41924.0,59693.0
107.068976,41912.0,59691.0
107.079988,41922.0,59683.0
107.093524,41926.0,59683.0
107.1064,41896.0,59701.0
107.117416,41921.0,59692.0
107.130952,41910.0,59715.0
107.14384,41905.0,59711.0
107.154852,41902.0,59699.0
107.168588,41914.0,59710.0
107.179604,41916.0,59718.0
107.193128,41923.0,59722.0
107.20602,41911.0,59730.0
107.217032,41923.0,59722.0
107.23056,41923.0,59732.0
107.243436,41919.0,59768.0
107.254452,41921.0,59770.0
107.267972,41919.0,59770.0
107.280856,41916.0,59746.0
107.291872,41913.0,59734.0
107.305388,41908.0,59720.0
107.318268,41903.0,59688.0
107.329284,41895.0,59704.0
107.342804,41881.0,59664.0
107.355688,41869.0,59633.0
107.366708,41879.0,59629.0
107.380432,41847.0,59569.0
107.391448,41862.0,59576.0
107.404964,41863.0,59558.0
107.417844,41853.0,59541.0
107.428856,41865.0,59526.0
107.442372,41853.0,59533.0
107.45526,41842.0,59513.0
107.466276,41862.0,59506.0
107.479792,41860.0,59480.0
107.492684,41843.0,59477.0
107.5037,41838.0,59494.0
107.517224,41856.0,59498.0
107.530112,41864.0,59490.0
107.541128,41854.0,59495.0
107.554876,41845.0,59486.0
107.565892,41849.0,59494.0
107.57942,41837.0,59487.0
107.592308,41855.0,59481.0
107.60332,41835.0,59475.0
107.616836,41830.0,59466.0
107.629724,41844.0,59455.0
107.64074,41843.0,59458.0
107.654268,41828.0,59438.0
107.667156,41834.0,59431.0
107.678176,41834.0,59439.0
107.691708,41811.0,59401.0
107.704596,41822.0,59410.0
107.715612,41815.0,59428.0
107.729356,41818.0,59412.0
107.740372,41824.0,59423.0
107.7539,41838.0,59426.0
107.766792,41825.0,59423.0
107.7778,41817.0,59411.0
107.791336,41827.0,59391.0
107.804224,41823.0,59413.0
107.815236,41811.0,59418.0
107.828764,41811.0,59422.0
107.841648,41802.0,59413.0
107.85266,41827.0,59430.0
107.866392,41817.0,59412.0
107.877412,41813.0,59423.0
107.890936,41814.0,59418.0
107.903816,41821.0,59428.0
107.914832,41824.0,59418.0
107.928368,41824.0,59442.0
107.94126,41828.0,59420.0
107.952276,41808.0,59441.0
107.9658,41830.0,59440.0
107.978684,41814.0,59450.0
107.989696,41819.0,59455.0
108.00322,41816.0,59466.0
108.0161,41812.0,59451.0
108.02712,41838.0,59465.0
108.040852,41814.0,59478.0
108.051868,41828.0,59485.0
108.065392,41832.0,59502.0
108.078272,41824.0,59493.0
108.089288,41810.0,59509.0
108.102804,41835.0,59515.0
108.115688,41829.0,59522.0
108.126704,41832.0,59509.0
108.140216,41833.0,59532.0
108.153112,41830.0,59549.0
108.164132,41833.0,59546.0
108.177644,41846.0,59573.0
108.190532,41844.0,59570.0
108.201552,41846.0,59583.0
108.21528,41860.0,59593.0
108.226296,41860.0,59597.0
108.23982,41862.0,59625.0
108.252708,41840.0,59623.0
108.26372,41849.0,59623.0
108.277236,41860.0,59637.0
108.290128,41859.0,59645.0
108.301144,41851.0,59646.0
108.314664,41865.0,59645.0
108.327552,41861.0,59647.0
108.338572,41859.0,59642.0
108.352096,41837.0,59605.0
108.36498,41834.0,59567.0
108.375992,41831.0,59554.0
108.38974,41821.0,59517.0
108.400756,41827.0,59531.0
108.414268,41802.0,59491.0
108.42716,41807.0,59470.0
108.43818,41798.0,59458.0
108.451708,41807.0,59438.0
108.464592,41801.0,59416.0
108.475604,41796.0,59424.0
108.48914,41780.0,59425.0
108.502024,41804.0,59426.0
108.513036,41799.0,59426.0
108.526572,41816.0,59415.0
108.539452,41813.0,59408.0
108.550468,41805.0,59411.0
108.564204,41812.0,59411.0
108.575216,41803.0,59442.0
108.588752,41814.0,59448.0
108.601636,41835.0,59458.0
108.612652,41832.0,59443.0
108.626176,41819.0,59450.0
108.639064,41806.0,59449.0
108.65008,41831.0,59450.0
108.6636,41813.0,59411.0
108.676488,41809.0,59424.0
108.6875,41805.0,59404.0
108.701016,41800.0,59401.0
108.713896,41803.0,59417.0
108.724916,41786.0,59401.0
108.738648,41803.0,59401.0
108.749664,41790.0,59390.0
108.763196,41796.0,59373.0
108.776084,41788.0,59376.0
108.787096,41798.0,59374.0
108.800616,41785.0,59383.0
108.813492,41804.0,59377.0
108.824504,41793.0,59385.0
108.83802,41806.0,59380.0
108.850908,41805.0,59396.0
108.861924,41783.0,59399.0
108.87544,41794.0,59396.0
108.888332,41801.0,59415.0
108.899348,41811.0,59410.0
108.91286,41793.0,59414.0
108.925748,41792.0,59425.0
108.93676,41803.0,59408.0
108.950504,41805.0,59422.0
108.961524,41809.0,59410.0
108.97504,41802.0,59421.0
108.987928,41801.0,59435.0
108.998944,41814.0,59449.0
109.01246,41812.0,59445.0
109.025344,41812.0,59454.0
109.03636,41815.0,59440.0
109.049896,41806.0,59441.0
109.06278,41811.0,59450.0
109.073796,41806.0,59434.0
109.087324,41804.0,59440.0
109.100208,41810.0,59447.0
109.11122,41803.0,59463.0
109.124964,41810.0,59456.0
109.135976,41802.0,59456.0
109.1495,41816.0,59456.0
109.162392,41825.0,59463.0
109.173404,41806.0,59476.0
109.186936,41815.0,59474.0
109.199812,41805.0,59489.0
109.210828,41812.0,59491.0
109.224356,41835.0,59499.0
109.237236,41823.0,59488.0
109.248248,41818.0,59492.0
109.261776,41826.0,59517.0
109.274652,41815.0,59512.0
109.285672,41810.0,59532.0
109.2994,41813.0,59533.0
109.310412,41835.0,59524.0
109.323936,41817.0,59531.0
109.336816,41824.0,59524.0
109.347832,41822.0,59508.0
109.361356,41795.0,59478.0
109.374236,41793.0,59409.0
109.385248,41773.0,59413.0
109.398768,41770.0,59335.0
109.411652,41761.0,59290.0
109.422668,41746.0,59280.0
109.436188,41754.0,59219.0
109.44908,41732.0,59197.0
109.460096,41751.0,59190.0
109.473612,41708.0,59156.0
109.486496,41724.0,59123.0
109.497516,41725.0,59139.0
109.511248,41703.0,59104.0
109.522264,41707.0,59107.0
109.535776,41708.0,59088.0
109.548664,41708.0,59082.0
109.55968,41722.0,59085.0
109.573212,41718.0,59068.0
109.5861,41709.0,59081.0
109.597116,41684.0,59091.0
109.610644,41716.0,59087.0
109.623532,41710.0,59098.0
109.634548,41727.0,59071.0
109.64808,41720.0,59083.0
109.66096,41719.0,59060.0
109.67198,41730.0,59065.0
109.68572,41704.0,59051.0
109.696736,41719.0,59057.0
109.71026,41695.0,59049.0
109.723148,41706.0,59028.0
109.734164,41713.0,59036.0
109.747692,41697.0,59026.0
109.760572,41701.0,59014.0
109.771588,41693.0,59009.0
109.785128,41694.0,59017.0
109.798004,41697.0,59015.0
109.809016,41700.0,59036.0
109.82276,41699.0,59036.0
109.833776,41698.0,59025.0
109.8473,41701.0,59031.0
109.860192,41699.0,59043.0
109.871208,41715.0,59027.0
109.884736,41721.0,59043.0
109.897624,41721.0,59038.0
109.908636,41724.0,59050.0
109.922164,41716.0,59056.0
109.935044,41717.0,59062.0
109.94606,41724.0,59072.0
109.95958,41713.0,59078.0
109.97246,41715.0,59088.0
109.983476,41724.0,59081.0
109.99722,41717.0,59079.0
110.008236,41710.0,59098.0
110.021768,41734.0,59069.0
110.034652,41733.0,59090.0
110.045664,41733.0,59101.0
110.059188,41726.0,59088.0
110.072068,41739.0,59108.0
110.083088,41737.0,59106.0
110.0966,41728.0,59093.0
110.10948,41739.0,59112.0
110.120496,41732.0,59103.0
110.134012,41739.0,59102.0
110.146904,41754.0,59122.0
110.157916,41741.0,59124.0
110.171648,41756.0,59143.0
110.182668,41737.0,59125.0
110.196184,41747.0,59141.0
110.209072,41750.0,59142.0
110.220084,41764.0,59146.0
110.233616,41757.0,59135.0
110.246496,41751.0,59166.0
110.257512,41748.0,59149.0
110.271024,41753.0,59167.0
110.28392,41748.0,59180.0
110.294936,41746.0,59173.0
110.308468,41757.0,59200.0
110.321364,41761.0,59188.0
110.332376,41755.0,59194.0
110.346124,41759.0,59214.0
110.35714,41752.0,59213.0
110.370652,41789.0,59215.0
110.383536,41776.0,59245.0
110.394556,41796.0,59250.0
110.408076,41768.0,59227.0
110.42096,41786.0,59216.0
110.431976,41770.0,59212.0
110.445512,41753.0,59158.0
110.4584,41735.0,59102.0
110.469412,41736.0,59107.0
110.482948,41718.0,59011.0
110.495824,41710.0,58976.0
110.50684,41695.0,58954.0
110.520584,41676.0,58907.0
110.5316,41676.0,58886.0
110.54512,41669.0,58859.0
110.558008,41679.0,58849.0
110.569024,41671.0,58838.0
110.582556,41665.0,58818.0
110.595448,41667.0,58828.0
110.60646,41680.0,58815.0
110.619992,41668.0,58803.0
110.632868,41677.0,58787.0
110.643884,41660.0,58788.0
110.65762,41674.0,58813.0
110.668636,41677.0,58809.0
110.682168,41680.0,58802.0
110.695052,41669.0,58824.0
110.706068,41680.0,58818.0
110.719592,41662.0,58819.0
110.732472,41683.0,58801.0
110.743488,41676.0,58795.0
110.757008,41652.0,58798.0
110.769888,41670.0,58783.0
110.780904,41671.0,58788.0
110.794416,41674.0,58771.0
110.807296,41660.0,58756.0
110.81832,41654.0,58759.0
110.831832,41661.0,58747.0
110.84472,41645.0,58769.0
110.855736,41653.0,58748.0
110.86946,41667.0,58743.0
110.880476,41668.0,58760.0
110.894,41660.0,58767.0
110.906876,41677.0,58771.0
110.917896,41674.0,58736.0
110.931416,41663.0,58780.0
110.944304,41673.0,58783.0
110.95532,41679.0,58773.0
110.968856,41654.0,58785.0
110.981744,41672.0,58794.0
110.99276,41679.0,58780.0
111.006288,41690.0,58820.0
111.019172,41680.0,58805.0
111.030188,41686.0,58809.0
111.043928,41703.0,58831.0
111.054948,41692.0,58837.0
111.068468,41686.0,58844.0
111.08136,41694.0,58826.0
111.092376,41679.0,58838.0
111.105896,41692.0,58875.0
111.118784,41699.0,58862.0
111.1298,41708.0,58853.0
111.143332,41704.0,58880.0
111.15622,41710.0,58886.0
111.167236,41720.0,58882.0
111.180984,41711.0,58893.0
111.192,41705.0,58905.0
111.205532,41728.0,58924.0
111.218428,41716.0,58929.0
111.229444,41704.0,58916.0
111.242972,41721.0,58954.0
111.255864,41737.0,58946.0
111.26688,41716.0,58957.0
111.28042,41728.0,58981.0
111.2933,41744.0,59005.0
111.304316,41722.0,59002.0
111.318068,41725.0,59016.0
111.329084,41734.0,59010.0
111.342632,41747.0,59037.0
111.355516,41753.0,59037.0
111.366532,41758.0,59060.0
111.380064,41774.0,59074.0
111.392944,41777.0,59084.0
111.40396,41769.0,59096.0
111.417488,41769.0,59100.0
111.430368,41780.0,59119.0
111.44138,41779.0,59121.0
111.455112,41763.0,59088.0
111.466128,41759.0,59095.0
111.479652,41725.0,59018.0
111.492532,41717.0,58962.0
111.503548,41741.0,58947.0
111.517076,41687.0,58864.0
111.52996,41703.0,58825.0
111.540972,41704.0,58801.0
111.554496,41684.0,58765.0
111.567372,41681.0,58753.0
111.578388,41683.0,58744.0
111.5919,41673.0,58733.0
111.604784,41685.0,58740.0
111.615804,41684.0,58729.0
111.629336,41687.0,58722.0
111.64222,41685.0,58741.0
111.653236,41688.0,58742.0
111.666964,41695.0,58766.0
111.677976,41696.0,58750.0
111.691492,41691.0,58783.0
111.70438,41704.0,58799.0
111.715392,41689.0,58801.0
111.72892,41692.0,58801.0
111.741808,41689.0,58786.0
111.75282,41698.0,58795.0
111.766344,41692.0,58795.0
111.779236,41687.0,58796.0
111.790252,41679.0,58785.0
111.803776,41693.0,58770.0
111.816664,41691.0,58781.0
111.827684,41682.0,58767.0
111.841428,41682.0,58780.0
111.852444,41693.0,58771.0
111.865972,41673.0,58761.0
111.87886,41697.0,58761.0
111.889876,41685.0,58775.0
111.903392,41678.0,58777.0
111.916284,41704.0,58784.0
111.927304,41695.0,58791.0
111.940828,41705.0,58794.0
111.953712,41680.0,58788.0
111.964728,41684.0,58803.0
111.978468,41704.0,58816.0
111.989484,41719.0,58815.0
112.003012,41722.0,58831.0
112.015904,41725.0,58837.0
112.02692,41734.0,58832.0
112.040452,41737.0,58858.0
112.053336,41726.0,58867.0
112.064352,41728.0,58865.0
112.077888,41720.0,58884.0
112.090772,41725.0,58897.0
112.101784,41734.0,58896.0
112.115528,41743.0,58902.0
112.12654,41732.0,58914.0
112.140068,41739.0,58910.0
112.152956,41725.0,58929.0
112.163972,41739.0,58924.0
112.1775,41740.0,58946.0
112.19038,41745.0,58940.0
112.201396,41745.0,58934.0
112.214924,41745.0,58950.0
112.227812,41752.0,58981.0
112.238832,41766.0,58975.0
112.252352,41753.0,58966.0
112.26524,41761.0,58970.0
112.276256,41752.0,59013.0
112.289996,41783.0,59000.0
112.301008,41770.0,58990.0
112.314536,41777.0,59023.0
112.32742,41774.0,59044.0
112.338432,41759.0,59044.0
112.351952,41778.0,59054.0
112.36484,41781.0,59068.0
112.375856,41784.0,59052.0
112.389372,41799.0,59081.0
112.402264,41794.0,59113.0
112.41328,41785.0,59098.0
112.426796,41760.0,59091.0
112.439696,41776.0,59059.0
112.450712,41765.0,59063.0
112.464444,41753.0,58982.0
112.47546,41755.0,58963.0
112.48898,41734.0,58850.0
112.50186,41710.0,58788.0
112.51288,41706.0,58795.0
112.526404,41680.0,58665.0
112.539296,41668.0,58662.0
112.550312,41673.0,58642.0
112.563832,41667.0,58599.0
112.576716,41669.0,58592.0
112.587732,41674.0,58583.0
112.60126,41666.0,58570.0
112.614148,41650.0,58561.0
112.625164,41653.0,58562.0
112.638908,41664.0,58556.0
112.649928,41649.0,58549.0
112.663444,41660.0,58568.0
112.676336,41652.0,58582.0
112.687348,41654.0,58549.0
112.700884,41653.0,58598.0
112.713776,41659.0,58591.0
112.724792,41670.0,58583.0
112.73834,41659.0,58593.0
112.75122,41666.0,58589.0
112.762236,41668.0,58589.0
112.775984,41681.0,58588.0
112.786996,41658.0,58590.0
112.800524,41653.0,58554.0
112.813416,41655.0,58566.0
112.824432,41667.0,58563.0
112.83796,41662.0,58538.0
112.850844,41652.0,58539.0
112.86186,41661.0,58552.0
112.875388,41655.0,58541.0
112.888264,41654.0,58563.0
112.899276,41651.0,58548.0
112.913016,41668.0,58564.0
112.924032,41659.0,58558.0
112.93756,41662.0,58566.0
112.950436,41650.0,58585.0
112.961452,41676.0,58581.0
112.974984,41664.0,58606.0
112.987868,41671.0,58631.0
112.99888,41669.0,58629.0
113.012408,41694.0,58645.0
113.025292,41683.0,58656.0
113.036308,41678.0,58661.0
113.049828,41682.0,58680.0
113.0627,41711.0,58678.0
113.073712,41696.0,58700.0
113.087228,41707.0,58706.0
113.100116,41713.0,58713.0
113.111136,41697.0,58704.0
113.12486,41683.0,58731.0
113.135876,41698.0,58714.0
113.149396,41712.0,58729.0
113.16228,41725.0,58755.0
113.173292,41716.0,58757.0
113.186832,41711.0,58751.0
113.199712,41717.0,58770.0
113.210728,41724.0,58783.0
113.224248,41731.0,58797.0
113.237136,41712.0,58799.0
113.248152,41731.0,58789.0
113.26168,41747.0,58800.0
113.274564,41737.0,58809.0
113.285584,41721.0,58803.0
113.299316,41731.0,58837.0
113.310336,41738.0,58839.0
113.323852,41734.0,58835.0
113.336736,41740.0,58874.0
113.347756,41753.0,58866.0
113.361272,41756.0,58864.0
113.374168,41751.0,58883.0
113.385184,41750.0,58866.0
113.398716,41758.0,58902.0
113.4116,41757.0,58891.0
113.422616,41773.0,58896.0
113.436364,41753.0,58898.0
113.447376,41783.0,58923.0
113.460896,41750.0,58891.0
113.473784,41763.0,58883.0
113.484804,41744.0,58859.0
113.498332,41727.0,58777.0
113.511216,41711.0,58706.0
113.522232,41701.0,58701.0
113.535768,41658.0,58578.0
113.54866,41653.0,58510.0
113.559676,41647.0,58524.0
113.573428,41639.0,58460.0
113.584444,41639.0,58432.0
113.597972,41627.0,58395.0
113.610872,41621.0,58408.0
113.621888,41598.0,58399.0
113.635436,41602.0,58384.0
113.648316,41618.0,58382.0
113.659332,41600.0,58368.0
113.67286,41623.0,58374.0
113.685744,41609.0,58386.0
113.69676,41636.0,58392.0
113.7105,41633.0,58409.0
113.721512,41643.0,58400.0
113.735044,41649.0,58432.0
113.747924,41641.0,58432.0
113.75894,41641.0,58449.0
113.772476,41631.0,58436.0
113.785352,41625.0,58441.0
113.796372,41628.0,58439.0
113.809896,41632.0,58428.0
113.822772,41654.0,58409.0
113.833788,41651.0,58426.0
113.84732,41637.0,58409.0
113.8602,41626.0,58416.0
113.871212,41640.0,58424.0
113.88494,41650.0,58419.0
113.895952,41625.0,58402.0
113.909476,41623.0,58408.0
113.92236,41642.0,58426.0
113.933376,41635.0,58430.0
113.946896,41643.0,58445.0
113.959772,41634.0,58462.0
113.970788,41646.0,58465.0
113.984304,41651.0,58471.0
113.997196,41669.0,58488.0
114.008212,41637.0,58482.0
114.021732,41645.0,58505.0
114.03462,41669.0,58512.0
114.045632,41657.0,58514.0
114.059372,41678.0,58548.0
114.070388,41658.0,58549.0
114.083912,41674.0,58566.0
114.096804,41688.0,58578.0
114.107816,41688.0,58576.0
114.121336,41684.0,58584.0
114.134228,41682.0,58606.0
114.145244,41696.0,58591.0
114.158776,41692.0,58612.0
114.171668,41695.0,58632.0
114.182684,41704.0,58627.0
114.196424,41701.0,58649.0
114.207444,41711.0,58641.0
114.220964,41715.0,58663.0
114.233856,41715.0,58671.0
114.244876,41719.0,58670.0
114.258388,41725.0,58697.0
114.27128,41716.0,58694.0
114.282292,41709.0,58710.0
114.29584,41718.0,58702.0
114.308724,41716.0,58714.0
114.31974,41731.0,58727.0
114.333488,41726.0,58746.0
114.3445,41739.0,58775.0
114.358016,41769.0,58785.0
114.370912,41738.0,58820.0
